    2.220000   -1.516430    0.753389    1.587621    8.369723
    2.240000   -1.483022    0.710003    1.788617  808.687893
    2.260000   -1.444450    0.646720    2.044191  678.789645
    2.280000   -1.401434    0.556356    2.208921  539.438924
    2.300000   -1.357179    0.447449    2.121645  375.058607
    2.320000   -1.316954    0.349773    1.846943  248.625486
    2.340000   -1.283163    0.280976    1.564737  168.228216
    2.360000   -1.254496    0.231929    1.378954  119.141247
 Total time =   8304.2567930221558       in seconds used  on number of processes =            4
